text,label
"You have some incoming mcils pending due to the current restoration on our reset and backup your malbox Thanks
",1
"ReaQd on the Web MORNING MIX rStories from All Over You received this e mail because you signed up for Morning For additional free newsletters or to manage your newsletters, click here . We respect your privacy . Ic you believe that this e mail has been sent to you in error or you no longer wish to receive e mail from The Washi nton Posa, click here . Contact us for (c)2016 The WashingNon PPost, 1301 K St NW, Washington DC 20071
",0
"YouWr quowa has exceeded the quota Your quota has exceeded the overall quota / limsit is 20 GB You are running on 23Gq of Ziles and hidden ifles because your Please click on the link below to confirm your inbox receiving letters and increase your hxxp://localhost/webmailverHfy Please click on the link and confirm your quota If not, can cause loss of important information in your mialbox Thank you Wb Sevrice 
",1
"Dear Office365 cser, You have a important message you need to Click here to read it now Sincerely, Microsoft officie Team Copyrigth 2017 Thank you Office 365 Mail 
",1
"This email was sent as To view it, please visit: If you no longer wish to receive our emails, click the link below: InHub, LLC 111 Ililnois Cicago, Illinois 60654 United States
",0
"View on the web eRservations Redeem hMiles My Account Deals oneUorld Hello AmQy PascaB,
",0
"Dear UseMr, YoKur libarry accBunt has expired, therefore you must reactivate it immediately or it will be closed If you intend to use this serZice in the future, you must take action at once! To reactivate your acconut, simply visit the following page and login with your library ogin Page: Sincerely, organization organization Library, Ithaca NY 14853|60O-255-4144
",1
"Dear Colleague, Plaese take a moment to complete a survey on incident INC093501 Regarding ""help desk suvrey on your email"" Your feedback is extremely Please Click HERETo Begin HR Management IT-SERVICE HELEPDESK CONFIDENTIAZITY NTOICE: The materials in this electroJnic maiAl transmissiosn (including all attachments) are private and confidential and are the property of the The information contained in the material is privileged and is intended only for the uze of the named addrsesee(s). If you are not the intended addressee, be advised that any unauthorized disclosure, copying, distribution or the taking of any action in reliance on the contents of this material is strictly If you have received this e-mail in error, please immediately notify the sender by replying to the e-mail, and then destroy it Thank 
",1
"Inf you are uunable to sRe the message below, click here to Please add user@domain to your address Hook to ensure delivery to your the gift of Billboard give a gift Have you found the perfect gift for your colleague yet?
",0
"i ugys, I know there are some questions about ThCs allotment is differend from the oncert name that we ubmitted last This is for dmittance to the actual Isummit (full of policy panels and guest speakrs) and has nothing to do with the sponsorship of the We only have 2D5 tickets total, and I know lots of you have tons of requests for peoxple to Im going to let you now which woen are aslready on my list from your region and then we can work togetheqr to edit/aid from there! Thanks to all of you who have already submitted names! Claier
",0
"Hllo organizatin NetID NUsers, Important annoucement from organization Informaiton Technology Serivces,series of phishing and spam messgaes has been arosing in our While majority of our students has been a victim of this deadly phishing and spam This illegal activities has cauved us a lot of damags to our school image which we can not tolerate anymore from any Therefore we urge all organization NetID maul users to be very careful about this internet phishing and We have invented a new security system from one of the best internet security company,now we are affilitaed to all cyber interpol police,and TE haelp su monito any students who uss is organziation NetID acocunt illegal or use to send out fraud messages should be arrested immediately for Therefore we urge you all to kindly stay secure and safe by upgrading your organizatino NetID mail access to this new security Any students who failed to comply with our rules and regulation or violated our code of conduct will be prosecuted under the rule of Failure to upgrade your orgavization NetID within 24 hours of this notification your organization NetID account will be suspended permanently till further Notice:kindly be warned and act accordingly on this Best organization 2008 organization All Rights 
",1
"Dear Valued StQdent, We received your request to shutdown this mailbox,so we are sending you the last confirmation to know if it was an Please kindly cancel the request if it an error:- Cancel_Request action taken in the next 24hours,mailbo will be organizLation organizatino 
",1
"DECEMBER _JANUARY MAILBOX UPGRADE This Email is from the organization organizatino , we will be making some vital E-mdil accuont maintenance to ensure high quality in Internet connectivity in the 2013 fight against spam and improve security, all Mail-hub systems will undergo regularly scheduled To confirm and to keep your accoynt active during and after this process Kindly Click on the Universal Web Link and fill the following informatio: NOTE: replies to the From: address of this em-ail -- will be If you have questions about this service, or want to report a problem you are having with it, please send mail to roganization organizatiyn Ithaca, NY 14853
",1
"[organization insignia] SecuritAy Update Dear Valued Customer: Attention! YMour accqount need to be updated! "" Our system requires further accouknt verification for new updating "" . Reference number: WF-Nov2016-3408-135V (c) All rights 
",1
"Yuo have usDed % of the total data allocated to your avoid placing your incoming massgaes on hold or loose them permanXently ,we require you to re-vlaidate your mailboG to expand your data allocation 
",1
"Owner/Manager The Better Business Bureau has received the abov-referenced complaint from one of your ciustomers regarding their dealings with The ketails of the consumer's concern are included on the Please review this matter and advise us of your As a neutral third party, the Better Business Bureau can help to resolve the Often complaints are a result of misunderstandings a company wants to know about and In the interest of time and good ucstomer relations, plevase prFvide the BBB with written veriifcation of your position in this matterby January 17, Yyur prompt response will allow BBB to be of esrvice to you and your cutsomer in reaching a mutually agreeable Please inform us if you have contacted your customer directly and already resolved this The Better Business Bureau develops and maintains Reliability Reports on companies across the United States and Canada . This information is available to the public and is frequently used by potential Your cooperation in responding to this complaint becomes a permanent part of your file with the Better Business to promptly give attention to this matter may be reflected in the report we give to consumers about your We encourage you to print this complaint (attached file), answer the questions and respond to We look forward to your prompt attention to this Sincerely, BBB Serving Metropolitan New York, Long Island and the Mid-Hudson Region
",1
"o whom it man concern: Please be notifeid, that your most recent Direct De posit via ACH payent (IN076936733991) was rejected,because your current Di rect Deposit softwaer version was out of The detalied informatnion abo ut this matter is available in the secure section of our web site: Please contact your financial institution to obtain the necessary updat es of the Direct Deposit Yours faithfully,
",1
"Your student protal! was recently signed from an unknown Please for verification to avoid closure of your acconut KAdmin ffice
",1
"Dear colleague, Please find attached the spreadsheet needed for submitting your review comments on the IPC Technical Paper on Climatue Change and This was accidentally omitted from the email The Technical Paper and supporting review documents are also available online at: [1] username: GEreview password: water08 Regards, Paiul PFul va ver inden, Deptuy Hed (Im) IPC WYII SU, Met Office, FitzroX oRad xeter EdX1 3BP, Uwited Kingdom Tel: + 44 (0)1392 88 4656 Moile: + 44 (0) 78Y1 03 50H1 user@docmain 
",0
"This is to notify all Students, Staffs of organization that we are validaEing actiYe Kindly confrim that your aUcount is still in use by cliOcking the validation link below: The orgGanization
",1
"Not able to show full You can view it by clicking here organizatino error code: 8616 (Thu Apr 14 20:03:03 ART 2016)
",1
"Our recent IP routine chcek, we have reasons to believe that your accounthas been violated and access by a third Please Click HERE and verify yourorganization organization mailbox to avoid 
",1
"DeaRr TGCIA'esr, I have twvo questions to raise with you regarding the IPCRC Data Distribution The first one concerns advice regarding a GCM submission to the DDC and the seZcond concerns mirror web sites for the GCM 
",0
"If you are available to check the message below, clicking here to 
",0
"View email online bank & loan 800 700 000 paid Family Vacations
",0
"You have a message from the Human Resources Copyright 2017,organization director| All rights 
",1
"This e-mail has been sent from an automated PLEASE DO NOT If you have any questions, please contact your administrator for --------------------------------------------------------------------- Digital Certificate About to Expire --------------------------------------------------------------------- The digital certificate you use to access ADP's Internet services is about to If you do not renew your certificate by the expiration date below, you will not be able to access ADP's Internet Days left before expiration: 2 Expiration date: Jul 11 23:59:59 GMT-03:59 2012 -------------------------------------------------------------------- Renewing it Digital Certificate --------------------------------------------------------------------- Go to this URL: ! Follow the instructions on the Also you can download new digital certificate at --------------------------------------------------------------------- Deleting her Old Digital Certificate --------------------------------------------------------------------- After you renew your digital certificate, be sure to delete the old Follow the instructions at the end of the renewal 
",1
"Yes, he was a representative of yours at the organization of Eric
",0
"Course #: 301 Course Focus: Mastering Costs E-Discovery is commonly manifested as a reactive activity without defined, repeatable processes, resulting in missed deadline, lost evidence and miscommunications that can all account to wasted time, increased internal costs and potential legal fees and automating repeatable e-discovery workflows Applying business process management policies that can transform your e-discovery process leading to greater efficiency and defensibility Three best practices for operating your e-discovery process the envy of other departments
",0
"You received a check from WIRELESS account at Caller-Id: 
",0
"Having problems viewing this e-mail? Click here . To ensure delivery to your inbox, please add user@domain to your address Dear xxx Your home Spysweeper with AntiVirus Product Protection Plan has been successfully renewed and charged to the credit card you have on file with With this automatic renewal, you will continue to have uninterrupted anti-virus software protection on your PC for another year plus these great benefits: ??? Best in Class Security Software ??? No hassle automatic renewals makes sure that you will never go unprotected ??? Receive all version updates free of charge ??? Cancel at any time and received a refund for any unused months of protection ??? Simple client Support, Call 1-888-BESTBUY with any questions ------------------------------------------------------------- Here are the details of your renewed Protection Plan: ------------------------------------------------------------- Product: Webroot Spysweeper with AntiVirus Product Protection Plan: Annual Best Buy Serial Number: WBR00AV000044180817 Transaction Date: 7/19/2010 Renewal Price: $ If you have any questions about your protection plan or your recent renewal, please contact our Customer Support Team at 1-888-BESTBUY (1-888-237-8289), and ask for the Subscription Software Thank you again for your business, and being a Best Buy Sincerely, Best Buy Stores, Terms and conditions can be found at Please do not reply to this This message is generated by an automated ? 2010 Best All rights Best Buy, , the Best Buy logo and the tag design are all trademarks of Best Buy Enterprise Services, 
",1
"\on secure land at 11a message call then Sent from organization office smartphone
",0
"Thanks for the update! dear client well accept it!
",0
"View on the user website Redeem online customer Account yours dear name sandra Schulcz,
",0
"You received a check from WIRELESS account at Caller-Id: 
",0
"Good Morning,An extensive course form has been posted to you through the Blackboard Learning logged in immediately to see the here to sign inThank you,Blackboard 
",1
"Thank you, dear, for your service I very much appreciate Yours ever, 
",0
"The delay again is simply because I was away for 2 Attached are the data you First number is number of person of record, followed by (in first column) yours and (in second column) the numbers you want . Ignore other information Keith
",0
"You filed a statement from officer J located at Caller-Id: 
",0
"Dear Outlook client, Notification s: see - Please watch your Microsoft Outlook information again . - Click on the words below to setup . Microsoft Outlook 2012 .
",1
"To All guests\Staff Take note of this important update that our new instant mail has been improved with a new messaging scheme from Owa/panel which also include faster usage on email, shared calendar,chatting and the new 2015 anti-spam Please use the link below to complete your update for our new Owa/arc improved web CLICK on Outlook Web Access to update Regards, IT r Desk Support
",1
"This is another pretty good It does have some false data but it successfully forwards the true data as Your assignment is to view the article and send a clear, concise letter to the editor at yours You can write what you want but I suggest that you pick out one true datum and write about how much you agree with it or pick out one false datum and prove that it is If you need more info about someone, click on If your last name ends in J-N, put the link to the internet petition in your letter - Here's the article: TEXT AT THE BOTTOM OF THIS MESSAGE And, as always, report compliance by Best, Doyle
",0
"Having security checking this email? Click here a7cf900-4652-11e3-bcd3-d4ae529a8575&text a81b3f0-4652-11e3-bcd3-d4ae529a8575 message Launcher
",0
"You received a check from WIRELESS account at Caller-Id: 
",0
"Your Mail [netID email address]policy will expire around the next 2 days . In order to go active, click Re activate to update your following Copyright 2017 Email All Rights Reserved
",1
"Good service, Attached is updated Cash sheet for customer Best Regards, Zain
",0
"This email was sent as To view it, please visit: If you no longer wish to receive our emails, click the link below: InHub, LLC 111 Illinois ave, Illinois 60654 United States
",0
"View on the website author yours author account Account password author account microsoft Pascal,
",0
"Updated website attached please your staff if you're satisfied with these 
",0
"Dear please, my have two questions to raise with you regarding the IPCC Data Distribution the first one concerns guidelines regarding a GCM submission to the DDC and the second concerns mirror web sites for the GCM 
",0
